postal code,x,y,inhabitants,inhabitantsIncreasing
3602,133478.781769132,461219.207861031,0.002612136330738342,0.4200983867945671
3603,130543.608495874,461886.838972503,0.0019875749014478805,0.422085961696015
3604,132164.421649237,460204.439955387,0.0018957276324345772,0.42398168932844954
3605,130303.821401298,461087.641928374,0.004210278811569817,0.42819196814001936
3606,131183.397532955,460144.52428435,0.00036371518529268053,0.428555683325312
3607,129685.549997638,460805.247969572,0.010033395667013237,0.43858907899232524
3608,130550.855941974,459634.637965681,0.0024357895742327996,0.44102486856655804
3611,133378.934012166,460467.553892607,0.00044086689126385513,0.4414657354578219
3612,134411.232358968,463413.300275072,0.0013042312199889048,0.4427699666778108
3615,137446.484338425,462948.325704822,0.0008596904379645176,0.44362965711577534
3621,128474.082114972,464502.282336872,0.007821713429172896,0.4514513705449482
3626,126801.40715273,468189.152072867,0.0005437358325587547,0.45199510637750695
3628,125070.08713959,462787.889724133,0.002527636843246103,0.45452274322075303
3631,129151.45639893,467622.939088834,0.00034901962225055203,0.45487176284300357
3632,129803.184121729,470545.296641335,0.0032403716507893353,0.4581121344937929
3633,131009.86528369,472276.738997298,0.0013777090351995475,0.45948984352899247
3634,128248.393914816,470537.143941444,0.00035636740377161625,0.45984621093276407
3641,118528.686323091,469481.869945613,0.00829197144652101,0.46813818237928506
3642,118946.656788529,467805.063766174,0.002325572851416836,0.4704637552307019
3643,118533.337409591,470177.591028945,0.0010911455558780415,0.4715549007865799
3645,124617.460323279,470407.761718055,0.006973044663489976,0.4785279454500699
3646,121328.150872982,472308.982596652,0.0005988441939667366,0.4791267896440366
3648,121462.097536718,466393.655248338,0.005136099283223913,0.4842628889272605
3701,145386.886975335,455273.225596892,0.0047025801734811214,0.4889654691007416
3702,144631.441472417,455675.531527734,0.0028913520285387836,0.4918568211292804
3703,144051.839720828,454305.373670384,0.004393973349596423,0.4962507944788768
3704,142956.476849182,455178.866464774,0.007197151999882435,0.5034479464787592
3705,144828.00795553,456899.750509165,0.0070906091678270035,0.5105385556465862
3706,143924.517459978,457155.459702025,0.0038539114077982004,0.5143924670543845
3707,147615.405018829,456677.34982856,0.0043756038957937626,0.5187680709501782
3708,146210.750793446,454392.060776754,0.004882600820747196,0.5236506717709254
3709,144806.084696472,453062.688066634,0.0002351290086740561,0.5238858007795995
3711,149976.047184597,455023.112907514,0.0012564706401019872,0.5251422714197015
3712,146431.508079509,458858.211887687,0.0023108772883747076,0.5274531487080762
3721,141533.162640282,459149.639712566,0.006014159174991091,0.5334673078830673
3722,143324.140959409,459940.023337501,0.00336895782740796,0.5368362657104753
3723,142776.050123663,462332.403831892,0.0074359548993170235,0.5442722206097923
3731,140138.466289482,457298.34906227,0.00449316840013079,0.5487653890099231
3732,142289.217191202,457398.268476744,0.0035379568023924377,0.5523033458123155
3734,144988.826245376,462423.659455737,0.0033211972475210424,0.5556245430598366
3735,144730.866550884,459173.281061595,0.0012638184216230515,0.5568883614814596
3737,139297.784539471,460196.77598318,0.001425469615086465,0.5583138310965461
3738,140568.847436336,463274.154007694,0.0035857173822793553,0.5618995484788254
3739,140370.672219629,465491.29403043,0.0011572755895676197,0.563056824068393
3741,149459.669782933,470225.050977941,0.006884871285237204,0.5699416953536302
3742,149008.618338772,468647.003838549,0.006914262411321462,0.5768559577649516
3743,147691.359434004,468763.886157334,0.003435087861097538,0.5802910456260492
3744,145488.049395513,468119.293604055,0.0007715170597117465,0.581062562685761
3749,143931.779594619,466404.064895463,0.0002094117733503312,0.5812719744591113
3751,154644.118151703,470856.51798855,0.006190505931496633,0.5874624803906079
3752,152611.940799617,472706.990050729,0.009383117002399051,0.5968455973930069
3754,150933.661750142,474032.768965116,0.0006025180847272687,0.5974481154777341
3755,147656.029961568,473542.794027556,0.006877523503716141,0.6043256389814503
3761,148605.310347893,466729.558336633,0.0035600001469556306,0.607885639128406
3762,147548.555958177,465886.412247865,0.006153767023891312,0.6140394061522974
3763,146181.615083018,464780.933325115,0.0017634675650554205,0.6158028737173528
3764,149790.868927227,466064.229470954,0.003993519256698421,0.6197963929740512
3765,148624.172527251,464560.034803719,0.0038355419539955397,0.6236319349280467
3766,147160.054664542,463481.533972305,0.005334489384292648,0.6289664243123393
3768,149344.360250149,462375.096352238,0.004526233416975579,0.6334926577293148
3769,149464.533346087,459278.423299006,0.005297750476687326,0.6387904082060022
3791,161267.787605355,461404.883345628,0.0018736842878713845,0.6406640924938736
3811,155027.029793131,463047.698465434,0.005132425392463381,0.645796517886337
3812,153305.978834436,463889.266610717,0.008960619564937856,0.6547571374512748
3813,154863.183777486,464646.184438495,0.01110984565984915,0.665866983111124
3814,155699.755333068,463746.260189684,0.004669515156636332,0.6705364982677604
3815,156798.211938185,464232.8865129,0.008218493631310367,0.6787549918990707
3816,157111.35043413,463088.053656473,0.008416883732379102,0.6871718756314499
3817,155149.087997257,461427.001859954,0.008721816665503267,0.6958936922969532
3818,152275.04080942,460504.66225628,0.007825387319933428,0.7037190796168866
3819,152204.927259792,462871.099426523,0.00035636740377161625,0.7040754470206583
3821,157703.127407718,465184.337551444,0.00031228071464523075,0.7043877277353036
3822,155814.970252743,465883.806294382,0.005720247914148521,0.710107975649452
3823,155519.077656571,466775.526718315,0.008159711379141853,0.7182676870285939
3824,154515.158435921,467979.974476502,0.010720413239232745,0.7289881002678267
3825,156775.279503991,467494.335909299,0.010624892079458909,0.7396129923472856
3826,157557.440728744,468524.813150577,0.005485118905474464,0.74509811125276
3828,152433.75605723,467141.44386561,0.007538823840611923,0.7526369350933719
3829,157892.271239554,466542.431393472,0.003626130180645209,0.7562630652740171
3831,159610.120148604,459200.413218436,0.009801940549099714,0.7660650058231168
3832,154541.893544787,458337.668179351,0.003806150827911283,0.769871156651028
3833,157167.928190256,460294.39797056,0.005172838190829234,0.7750439948418573
3834,158453.623736608,459884.823456082,0.0015246646656208323,0.7765686595074781
3835,158299.272883569,462664.482400153,0.000260846243997781,0.7768295057514759
3836,160360.433948692,463455.177234714,9.919505053436741e-05,0.7769287008020103
3901,166699.820902418,448410.151354497,0.007314716504219464,0.7842434173062297
3902,167822.769842129,448371.629520574,0.0076416927819068226,0.7918851100881366
3903,167052.71289659,446616.757268768,0.005334489384292648,0.7972195994724292
3904,165466.176023839,447567.96574191,0.009919505053436741,0.8071391045258659
3905,166229.628282759,449972.700023588,0.01026117689416623,0.8174002814200322
3906,164484.492595819,448773.67118126,0.0050662953587738025,0.822466576778806
3907,168484.381381377,448426.737242953,0.0036298040714057406,0.8260963808502118
3911,167871.728224268,443316.90801829,0.010977585592469993,0.8370739664426817
3912,166921.242443275,442182.905267288,0.0004482146727849194,0.8375221811154666
3921,163748.002837383,444718.246187706,0.0031338288187339036,0.8406560099342005
3922,162049.43718792,444918.240712925,0.000290237370082038,0.8409462473042826
3927,165076.832241527,453417.220213171,0.004085366525711724,0.8450316138299943
3931,157258.935268162,454883.138874326,0.010018700103971108,0.8550503139339654
3941,151933.627786446,449893.242721334,0.007542497731372455,0.8625928116653379
3945,148315.350820772,445044.132583456,0.002410072338909075,0.865002884004247
3947,152445.372578907,446102.886511883,0.0017855109096186134,0.8667883949138656
3951,153461.489160476,453066.607927646,0.0034277400795764737,0.8702161349934421
3953,156474.14860184,451625.053758725,0.0010066460683858026,0.8712227810618279
3956,158062.303066558,448297.398016969,0.00563207453589575,0.8768548555977237
3958,159055.797954718,445128.292579836,0.003978823693656293,0.88083367929138
3959,162823.854643568,449448.330217128,0.001160949480328152,0.8819946287717082
3961,149472.330102031,442473.814695351,0.006958349100447847,0.8889529778721561
3962,152828.214169212,443604.643857071,0.006429308830931221,0.8953822867030873
3971,148750.877023031,453170.663768309,0.005937007469019916,0.9013192941721072
3972,147481.883790039,449770.811831711,0.008012755748720568,0.9093320499208277
3981,141155.77279828,452582.927353849,0.005205903207674023,0.9145379531285017
3984,143614.367166296,450884.030878114,0.004221300483851413,0.9187592536123531
3985,144999.919195915,448036.354759085,0.0018553148340687239,0.9206145684464219
3989,137843.342006852,444928.258687095,1.102167228159638e-05,0.9206255901187035
3991,139456.345878038,448003.360942251,0.013281115099323637,0.9339067052180271
3992,138244.594246447,450218.293950488,0.004379277786554295,0.9382859830045814
3993,140330.235617415,450296.853568718,0.0036481735252084013,0.9419341565297898
3994,141287.575407827,448669.385763444,0.0102464813311241,0.9521806378609139
3995,140312.790906644,448864.444531442,0.002784809196483352,0.9549654470573973
3997,143573.622948319,446141.902105661,0.0004702580173481122,0.9554357050747454
3998,141848.79261378,444132.388330025,0.0015320124471418968,0.9569677175218873
3999,138297.831170718,445669.688416087,0.0005621052863614153,0.9575298228082487
4121,138824.092441006,440984.519930409,0.0008780598917671782,0.9584078827000159
4122,137046.915837908,439695.585480603,0.0006355831015720578,0.959043465801588
4124,137203.0291644,443342.547047087,0.0010691022113148488,0.9601125680129028
4125,136602.154223957,444498.06312082,0.0014217957243259328,0.9615343637372287
4126,133273.512250576,439151.758590121,0.0007311042613458932,0.9622654679985746
4128,129619.343004458,440694.193859777,0.0021712694394744867,0.964436737438049
4131,135091.963154118,442911.730587217,0.0030640248942837935,0.9675007623323328
4132,134564.130268698,444986.767693904,0.003519587348589777,0.9710203496809227
4133,133414.339895852,442837.66268004,0.005499814468516593,0.9765201641494392
4141,135451.748523475,433762.414362754,0.003920041441487779,0.980440205590927
4142,133576.047443209,433539.806649769,0.005150794846266041,0.985591000437193
4143,134698.993335483,435701.881206002,0.004834840240860278,0.9904258406780533
4145,136508.517199551,437967.737052729,0.001216057841736134,0.9916418985197895
4163,133126.588554579,432323.508143931,0.00017634675650554207,0.991818245276295
4231,127227.394187443,437132.212054418,0.0028325697763702693,0.9946508150526653
4233,125959.381314459,439907.854422572,0.0022557689269667256,0.996906583979632
4235,124100.091695096,440430.423113096,0.0005878225216851402,0.9974944065013172
4243,129950.189667363,433763.010571176,0.0007457998243880216,0.9982402063257052
4245,131164.163470787,436594.872321035,0.0011462539172860235,0.9993864602429913
4247,131438.869304887,431764.907144458,0.0006135397570088651,1.0000000000000002
